genres,genres,,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,,,,,,,,,
Fantasy|Horror|Mystery|Thriller,Fantasy,Horror,Mystery,Thriller,,,,,,,,,,,,,,,
Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,,,,,,,,,,,
Adventure|Comedy|Family|Fantasy|Sci-Fi,Adventure,Comedy,Family,Fantasy,Sci-Fi,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|History,Action,Adventure,History,,,,,,,,,,,,,,,,
Action|Comedy|Crime|Romance|Thriller,Action,Comedy,Crime,Romance,Thriller,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action|Fantasy|Western,Action,Fantasy,Western,,,,,,,,,,,,,,,,
Comedy|War,Comedy,War,,,,,,,,,,,,,,,,,
Action|Comedy|Crime,Action,Comedy,Crime,,,,,,,,,,,,,,,,
Drama|Music,Drama,Music,,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family,Adventure,Animation,Comedy,Family,,,,,,,,,,,,,,,
Action|Adventure|Romance,Action,Adventure,Romance,,,,,,,,,,,,,,,,
Action|Comedy|Fantasy,Action,Comedy,Fantasy,,,,,,,,,,,,,,,,
Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action|Drama|Family|Sport,Action,Drama,Family,Sport,,,,,,,,,,,,,,,
Crime|Drama,Crime,Drama,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Crime|Mystery|Thriller,Crime,Mystery,Thriller,,,,,,,,,,,,,,,,
Adventure|Comedy|Sci-Fi,Adventure,Comedy,Sci-Fi,,,,,,,,,,,,,,,,
Action|Sci-Fi|Thriller,Action,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Family|Sci-Fi,Action,Adventure,Comedy,Family,Sci-Fi,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy|Family,Comedy,Family,,,,,,,,,,,,,,,,,
Action|Biography|Drama|Thriller|War,Action,Biography,Drama,Thriller,War,,,,,,,,,,,,,,
Comedy|Drama|Sport,Comedy,Drama,Sport,,,,,,,,,,,,,,,,
Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,,,,,,,,,,,
Biography|Drama,Biography,Drama,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Horror|Mystery,Horror,Mystery,,,,,,,,,,,,,,,,,
Adventure|Comedy|Sci-Fi|Western,Adventure,Comedy,Sci-Fi,Western,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Fantasy|Horror|Romance,Fantasy,Horror,Romance,,,,,,,,,,,,,,,,
Biography|Drama|Romance,Biography,Drama,Romance,,,,,,,,,,,,,,,,
Biography|Drama|Sport,Biography,Drama,Sport,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Adventure|Drama|Family,Adventure,Drama,Family,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Action|Comedy,Action,Comedy,,,,,,,,,,,,,,,,,
Action|Adventure|Drama|Romance|War,Action,Adventure,Drama,Romance,War,,,,,,,,,,,,,,
Biography|Drama|Music,Biography,Drama,Music,,,,,,,,,,,,,,,,
Crime|Thriller,Crime,Thriller,,,,,,,,,,,,,,,,,
Crime|Drama|Mystery|Thriller,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Comedy|Drama|Fantasy|Romance,Comedy,Drama,Fantasy,Romance,,,,,,,,,,,,,,,
Drama|History|Thriller,Drama,History,Thriller,,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Adventure|Comedy|Crime|Romance,Adventure,Comedy,Crime,Romance,,,,,,,,,,,,,,,
Biography|Drama|Sport|War,Biography,Drama,Sport,War,,,,,,,,,,,,,,,
Comedy|Drama|Family|Fantasy|Romance,Comedy,Drama,Family,Fantasy,Romance,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Drama|History|Thriller,Drama,History,Thriller,,,,,,,,,,,,,,,,
Action|Drama|Thriller|War,Action,Drama,Thriller,War,,,,,,,,,,,,,,,
Comedy|Music,Comedy,Music,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Family|Sci-Fi,Action,Adventure,Comedy,Family,Sci-Fi,,,,,,,,,,,,,,
Action|Horror,Action,Horror,,,,,,,,,,,,,,,,,
Action|Adventure|Drama|Romance|Thriller,Action,Adventure,Drama,Romance,Thriller,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Action|Mystery|Thriller,Action,Mystery,Thriller,,,,,,,,,,,,,,,,
Drama|Mystery|Sci-Fi|Thriller,Drama,Mystery,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|Sci-Fi,Adventure,Animation,Comedy,Family,Sci-Fi,,,,,,,,,,,,,,
Action|Adventure|Drama|Thriller,Action,Adventure,Drama,Thriller,,,,,,,,,,,,,,,
Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Comedy|Crime|Romance,Comedy,Crime,Romance,,,,,,,,,,,,,,,,
Mystery|Thriller,Mystery,Thriller,,,,,,,,,,,,,,,,,
Drama|Fantasy|Romance,Drama,Fantasy,Romance,,,,,,,,,,,,,,,,
Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama|Family|Fantasy,Comedy,Drama,Family,Fantasy,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Biography|Drama|Music|Musical,Biography,Drama,Music,Musical,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,,,,,,,,,,,
Drama|History,Drama,History,,,,,,,,,,,,,,,,,
Adventure|Drama|Romance,Adventure,Drama,Romance,,,,,,,,,,,,,,,,
Action|Horror|Sci-Fi|Thriller,Action,Horror,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Comedy|Family,Comedy,Family,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Comedy|Music|Romance,Comedy,Music,Romance,,,,,,,,,,,,,,,,
Adventure|Comedy|Sci-Fi,Adventure,Comedy,Sci-Fi,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Horror|Mystery,Horror,Mystery,,,,,,,,,,,,,,,,,
Mystery|Thriller,Mystery,Thriller,,,,,,,,,,,,,,,,,
Biography|Drama|Music|Musical,Biography,Drama,Music,Musical,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Comedy|Crime|Romance,Comedy,Crime,Romance,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance|Sport,Comedy,Drama,Romance,Sport,,,,,,,,,,,,,,,
Animation|Comedy|Family,Animation,Comedy,Family,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Comedy|Western,Comedy,Western,,,,,,,,,,,,,,,,,
Action|Adventure|Crime|Fantasy|Mystery|Thriller,Action,Adventure,Crime,Fantasy,Mystery,Thriller,,,,,,,,,,,,,
Adventure|Drama|Mystery,Adventure,Drama,Mystery,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Biography|Crime|Drama|Music,Biography,Crime,Drama,Music,,,,,,,,,,,,,,,
Action|Adventure|Crime|Thriller,Action,Adventure,Crime,Thriller,,,,,,,,,,,,,,,
Drama|Musical|Romance,Drama,Musical,Romance,,,,,,,,,,,,,,,,
Crime|Drama|Horror|Thriller,Crime,Drama,Horror,Thriller,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Romance,Action,Adventure,Romance,,,,,,,,,,,,,,,,
Biography|Drama|History|Romance,Biography,Drama,History,Romance,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Horror|Thriller,Horror,Thriller,,,,,,,,,,,,,,,,,
Crime|Drama|Romance|Thriller,Crime,Drama,Romance,Thriller,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,Adventure,Animation,Comedy,Drama,Family,Fantasy,Musical,,,,,,,,,,,,
Crime|Drama|Mystery|Thriller,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Action|Comedy|Crime,Action,Comedy,Crime,,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Biography|Drama|History|Romance,Biography,Drama,History,Romance,,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Music|Thriller,Action,Adventure,Comedy,Music,Thriller,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Crime|Family,Adventure,Animation,Comedy,Crime,Family,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Comedy|Romance|Sci-Fi|Thriller,Comedy,Romance,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Comedy|Crime|Family|Romance,Comedy,Crime,Family,Romance,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Biography|Drama|Romance,Biography,Drama,Romance,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Crime|Horror|Thriller,Crime,Horror,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Fantasy|Thriller,Action,Adventure,Fantasy,Thriller,,,,,,,,,,,,,,,
Drama|Horror|Sci-Fi|Thriller,Drama,Horror,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Drama|Music,Comedy,Drama,Music,,,,,,,,,,,,,,,,
Action|Adventure|Drama|Thriller,Action,Adventure,Drama,Thriller,,,,,,,,,,,,,,,
Action|Sci-Fi,Action,Sci-Fi,,,,,,,,,,,,,,,,,
Action|Horror|Mystery|Sci-Fi|Thriller,Action,Horror,Mystery,Sci-Fi,Thriller,,,,,,,,,,,,,,
Drama|Mystery|Sci-Fi|Thriller,Drama,Mystery,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,,,,,,,,,
Comedy|Fantasy|Sci-Fi,Comedy,Fantasy,Sci-Fi,,,,,,,,,,,,,,,,
Adventure|Sci-Fi|Thriller,Adventure,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Fantasy|Romance,Adventure,Animation,Comedy,Fantasy,Romance,,,,,,,,,,,,,,
Action|Crime|Drama|Mystery|Thriller,Action,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,
Action|Adventure|Family|Thriller,Action,Adventure,Family,Thriller,,,,,,,,,,,,,,,
Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,,,,,,,,,,,
Comedy|Crime|Drama|Thriller,Comedy,Crime,Drama,Thriller,,,,,,,,,,,,,,,
Adventure|Comedy|Drama|Romance|Thriller|War,Adventure,Comedy,Drama,Romance,Thriller,War,,,,,,,,,,,,,
Comedy|Fantasy,Comedy,Fantasy,,,,,,,,,,,,,,,,,
Action|Drama|History|Romance|War,Action,Drama,History,Romance,War,,,,,,,,,,,,,,
Drama|History|War,Drama,History,War,,,,,,,,,,,,,,,,
Action|Drama|Sci-Fi|Thriller,Action,Drama,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Fantasy|Music|Romance,Adventure,Animation,Comedy,Fantasy,Music,Romance,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action|Drama|Fantasy,Action,Drama,Fantasy,,,,,,,,,,,,,,,,
Action|Adventure|Drama|Fantasy|War,Action,Adventure,Drama,Fantasy,War,,,,,,,,,,,,,,
Drama|Fantasy|Romance|Sci-Fi,Drama,Fantasy,Romance,Sci-Fi,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Animation|Comedy|Family|Horror|Sci-Fi,Animation,Comedy,Family,Horror,Sci-Fi,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Biography|Drama|Romance|Sport,Biography,Drama,Romance,Sport,,,,,,,,,,,,,,,
Action|Comedy|Sci-Fi,Action,Comedy,Sci-Fi,,,,,,,,,,,,,,,,
Comedy|Sport,Comedy,Sport,,,,,,,,,,,,,,,,,
Action|Adventure|Drama|History|War,Action,Adventure,Drama,History,War,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Family|Sci-Fi,Action,Adventure,Comedy,Family,Sci-Fi,,,,,,,,,,,,,,
Action|Adventure|Mystery|Sci-Fi|Thriller,Action,Adventure,Mystery,Sci-Fi,Thriller,,,,,,,,,,,,,,
Action|Biography|Drama,Action,Biography,Drama,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Comedy|Family|Sci-Fi,Comedy,Family,Sci-Fi,,,,,,,,,,,,,,,,
Adventure|Animation|Family|Fantasy,Adventure,Animation,Family,Fantasy,,,,,,,,,,,,,,,
Biography|Drama|Sport,Biography,Drama,Sport,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy|Crime|Romance,Comedy,Crime,Romance,,,,,,,,,,,,,,,,
Action|Comedy|Crime,Action,Comedy,Crime,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Mystery|Thriller,Mystery,Thriller,,,,,,,,,,,,,,,,,
Crime|Drama|Mystery|Thriller,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,,
Drama|Music,Drama,Music,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Adventure|Drama,Adventure,Drama,,,,,,,,,,,,,,,,,
Horror|Mystery|Sci-Fi,Horror,Mystery,Sci-Fi,,,,,,,,,,,,,,,,
Action|Sci-Fi|Thriller,Action,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Crime|Mystery|Thriller,Crime,Mystery,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Drama|Thriller|Western,Action,Adventure,Drama,Thriller,Western,,,,,,,,,,,,,,
Adventure|Family|Fantasy|Sci-Fi,Adventure,Family,Fantasy,Sci-Fi,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Adventure|Comedy|History|Romance,Adventure,Comedy,History,Romance,,,,,,,,,,,,,,,
Biography|Drama|Sport,Biography,Drama,Sport,,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Drama|Sport,Drama,Sport,,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Adventure|Comedy|Family|Fantasy,Adventure,Comedy,Family,Fantasy,,,,,,,,,,,,,,,
Action|Biography|Drama|Sport,Action,Biography,Drama,Sport,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Action|Comedy|Crime,Action,Comedy,Crime,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Drama|Family,Drama,Family,,,,,,,,,,,,,,,,,
Drama|Fantasy|Romance,Drama,Fantasy,Romance,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Action|Comedy|Crime|Thriller,Action,Comedy,Crime,Thriller,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,,,,,,,,,,,
Action|Crime|Drama|Mystery|Thriller,Action,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,
Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,,,,,,,,,
Comedy|Sci-Fi,Comedy,Sci-Fi,,,,,,,,,,,,,,,,,
Drama|Family,Drama,Family,,,,,,,,,,,,,,,,,
Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,Action,Adventure,Crime,Drama,Family,Fantasy,Romance,,,,,,,,,,,,
Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama|History,Drama,History,,,,,,,,,,,,,,,,,
Drama|Mystery|Romance|Thriller,Drama,Mystery,Romance,Thriller,,,,,,,,,,,,,,,
Drama|Horror|Mystery|Thriller,Drama,Horror,Mystery,Thriller,,,,,,,,,,,,,,,
Drama|Sci-Fi|Thriller,Drama,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Biography|Comedy|Romance,Biography,Comedy,Romance,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|Sci-Fi,Adventure,Animation,Comedy,Family,Sci-Fi,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action|Biography|Drama|History,Action,Biography,Drama,History,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Crime,Action,Adventure,Comedy,Crime,,,,,,,,,,,,,,,
Action|Adventure,Action,Adventure,,,,,,,,,,,,,,,,,
Biography|Drama|War,Biography,Drama,War,,,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Biography|Drama|Sport,Biography,Drama,Sport,,,,,,,,,,,,,,,,
Action|Comedy|Crime,Action,Comedy,Crime,,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Family|Sci-Fi,Action,Adventure,Comedy,Family,Sci-Fi,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Adventure|Drama|Western,Adventure,Drama,Western,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Adventure|Mystery|Sci-Fi,Adventure,Mystery,Sci-Fi,,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Crime|Thriller,Crime,Thriller,,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Drama|Romance|War,Drama,Romance,War,,,,,,,,,,,,,,,,
Crime|Drama|Mystery|Thriller,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,,
Adventure|Comedy|Family|Sci-Fi,Adventure,Comedy,Family,Sci-Fi,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action|Horror|Sci-Fi|Thriller,Action,Horror,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Action|Adventure,Action,Adventure,,,,,,,,,,,,,,,,,
Biography|Drama|Family|History|Sport,Biography,Drama,Family,History,Sport,,,,,,,,,,,,,,
Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Action,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi,,,,,,,,,,,,
Biography|Drama|Sport,Biography,Drama,Sport,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Biography|Comedy|Drama|History|Music,Biography,Comedy,Drama,History,Music,,,,,,,,,,,,,,
Biography|Drama|History|Romance,Biography,Drama,History,Romance,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Family,Comedy,Family,,,,,,,,,,,,,,,,,
Action|Adventure|Fantasy|Sci-Fi|Thriller,Action,Adventure,Fantasy,Sci-Fi,Thriller,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Comedy|Romance|Sport,Comedy,Romance,Sport,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Biography|Crime|Drama,Biography,Crime,Drama,,,,,,,,,,,,,,,,
Action|Horror|Sci-Fi,Action,Horror,Sci-Fi,,,,,,,,,,,,,,,,
Fantasy|Horror,Fantasy,Horror,,,,,,,,,,,,,,,,,
Comedy|Crime|Thriller,Comedy,Crime,Thriller,,,,,,,,,,,,,,,,
Action|Crime|Drama|Mystery|Thriller,Action,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,
Action|Sci-Fi|Thriller,Action,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Adventure|Comedy|Fantasy,Adventure,Comedy,Fantasy,,,,,,,,,,,,,,,,
Comedy|Drama|Family|Sport,Comedy,Drama,Family,Sport,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Thriller,Action,Adventure,Comedy,Thriller,,,,,,,,,,,,,,,
Biography|Drama|War,Biography,Drama,War,,,,,,,,,,,,,,,,
Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,,,,,,,,,,,
Drama|Family|Fantasy,Drama,Family,Fantasy,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Biography|Crime|Drama,Biography,Crime,Drama,,,,,,,,,,,,,,,,
Horror|Mystery,Horror,Mystery,,,,,,,,,,,,,,,,,
Drama|Fantasy|Horror,Drama,Fantasy,Horror,,,,,,,,,,,,,,,,
Action|Horror|Sci-Fi,Action,Horror,Sci-Fi,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama|Romance|Sci-Fi,Comedy,Drama,Romance,Sci-Fi,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Action|Crime|Mystery|Thriller,Action,Crime,Mystery,Thriller,,,,,,,,,,,,,,,
Crime|Drama|Mystery|Thriller,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Comedy|Family|Fantasy,Comedy,Family,Fantasy,,,,,,,,,,,,,,,,
Biography|Crime|Drama,Biography,Crime,Drama,,,,,,,,,,,,,,,,
Drama|Mystery|Sci-Fi|Thriller,Drama,Mystery,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Comedy|Family|Fantasy|Romance,Comedy,Family,Fantasy,Romance,,,,,,,,,,,,,,,
Biography|Drama|Sport,Biography,Drama,Sport,,,,,,,,,,,,,,,,
Action|Mystery|Thriller,Action,Mystery,Thriller,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|War,Adventure,Animation,Comedy,Family,War,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Action|Comedy|Sci-Fi|Thriller,Action,Comedy,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy|Horror,Comedy,Horror,,,,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Action|Comedy|Crime,Action,Comedy,Crime,,,,,,,,,,,,,,,,
Adventure|Drama|Romance|War,Adventure,Drama,Romance,War,,,,,,,,,,,,,,,
Action|Crime|Romance|Thriller,Action,Crime,Romance,Thriller,,,,,,,,,,,,,,,
Comedy|Romance|Sport,Comedy,Romance,Sport,,,,,,,,,,,,,,,,
Comedy|Family,Comedy,Family,,,,,,,,,,,,,,,,,
Action|Horror|Sci-Fi,Action,Horror,Sci-Fi,,,,,,,,,,,,,,,,
Action|Adventure|Fantasy,Action,Adventure,Fantasy,,,,,,,,,,,,,,,,
Drama|Thriller|War,Drama,Thriller,War,,,,,,,,,,,,,,,,
Action|Drama|Thriller|War,Action,Drama,Thriller,War,,,,,,,,,,,,,,,
Comedy|Music,Comedy,Music,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Action|Western,Action,Western,,,,,,,,,,,,,,,,,
Biography|Drama|History|Romance,Biography,Drama,History,Romance,,,,,,,,,,,,,,,
Action|Crime|Mystery|Thriller,Action,Crime,Mystery,Thriller,,,,,,,,,,,,,,,
Drama|Fantasy,Drama,Fantasy,,,,,,,,,,,,,,,,,
